,Player,Mat_2016,Inns_2016,NO_2016,Runs_2016,HS_2016,Avg_2016,BF_2016,SR_2016,100_2016,50_2016,4s_2016,6s_2016,Mat_2017,Inns_2017,NO_2017,Runs_2017,HS_2017,Avg_2017,BF_2017,SR_2017,100_2017,50_2017,4s_2017,6s_2017,Mat_2018,Inns_2018,NO_2018,Runs_2018,HS_2018,Avg_2018,BF_2018,SR_2018,100_2018,50_2018,4s_2018,6s_2018,Mat_2019,Inns_2019,NO_2019,Runs_2019,HS_2019,Avg_2019,BF_2019,SR_2019,100_2019,50_2019,4s_2019,6s_2019,Mat_2020,Inns_2020,NO_2020,Runs_2020,HS_2020,Avg_2020,BF_2020,SR_2020,100_2020,50_2020,4s_2020,6s_2020,Mat_2021,Inns_2021,NO_2021,Runs_2021,HS_2021,Avg_2021,BF_2021,SR_2021,100_2021,50_2021,4s_2021,6s_2021,Mat_2022,Inns_2022,NO_2022,Runs_2022,HS_2022,Avg_2022,BF_2022,SR_2022,100_2022,50_2022,4s_2022,6s_2022
47,Deepak Hooda,17.0,15.0,1.0,144.0,34,10.28,121.0,119.0,0.0,0.0,9.0,5.0,10.0,6.0,3.0,78.0,19*,26.0,52.0,150.0,0.0,0.0,5.0,4.0,9.0,8.0,4.0,87.0,32*,21.75,81.0,107.4,0.0,0.0,2.0,3.0,11.0,7.0,1.0,64.0,20,10.66,63.0,101.58,0.0,0.0,5.0,1.0,7.0,5.0,4.0,101.0,62*,101.0,71.0,142.25,0.0,1.0,5.0,5.0,12.0,11.0,1.0,160.0,64,16.0,123.0,130.08,0.0,1.0,9.0,9.0,15.0,14.0,0.0,451.0,59,32.21,330.0,136.66,0.0,4.0,36.0,18.0
48,Naman Ojha,17.0,13.0,3.0,136.0,37,13.6,138.0,98.55,0.0,0.0,7.0,5.0,14.0,5.0,1.0,79.0,34,19.75,65.0,121.53,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Usman Khawaja,6.0,6.0,0.0,127.0,30,21.16,100.0,127.0,0.0,0.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Kane Williamson,6.0,6.0,0.0,124.0,50,20.66,122.0,101.63,0.0,1.0,14.0,0.0,7.0,7.0,1.0,256.0,89,42.66,169.0,151.47,0.0,2.0,20.0,10.0,17.0,17.0,3.0,735.0,84,52.5,516.0,142.44,0.0,8.0,64.0,28.0,9.0,9.0,2.0,156.0,70*,22.28,130.0,120.0,0.0,1.0,12.0,5.0,12.0,11.0,4.0,317.0,67,45.28,237.0,133.75,0.0,3.0,26.0,10.0,10.0,10.0,4.0,266.0,66*,44.33,235.0,113.19,0.0,2.0,29.0,2.0,13.0,13.0,2.0,216.0,57,19.64,231.0,93.5,0.0,1.0,16.0,8.0
51,Eoin Morgan,7.0,6.0,1.0,123.0,51,24.6,105.0,117.14,0.0,1.0,8.0,4.0,4.0,4.0,0.0,65.0,26,16.25,62.0,104.83,0.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,4.0,418.0,68*,41.8,302.0,138.41,0.0,1.0,32.0,24.0,17.0,16.0,4.0,133.0,47*,11.08,139.0,95.68,0.0,0.0,8.0,6.0,,,,,,,,,,,,
52,Sachin Baby,11.0,6.0,1.0,119.0,33,23.8,79.0,150.63,0.0,0.0,9.0,5.0,3.0,3.0,0.0,15.0,12,5.0,15.0,100.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,7.0,7,7.0,17.0,41.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,
53,Shakib Al Hasan,10.0,7.0,2.0,114.0,66*,22.8,106.0,107.54,0.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,17.0,13.0,2.0,239.0,35,21.72,197.0,121.31,0.0,0.0,26.0,5.0,3.0,1.0,0.0,9.0,9,9.0,10.0,90.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.0,6.0,1.0,47.0,26,9.4,48.0,97.91,0.0,0.0,3.0,1.0,,,,,,,,,,,,
54,Gurkeerat Mann Singh,7.0,6.0,1.0,113.0,51,22.6,86.0,131.39,0.0,1.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,98.0,65,32.66,70.0,140.0,0.0,1.0,11.0,2.0,8.0,5.0,5.0,71.0,21*,0.0,80.0,88.75,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
55,Axar Patel,14.0,10.0,3.0,111.0,36*,15.85,77.0,144.15,0.0,0.0,4.0,8.0,14.0,13.0,5.0,227.0,44,28.37,162.0,140.12,0.0,0.0,11.0,11.0,9.0,8.0,2.0,80.0,19,13.33,69.0,115.94,0.0,0.0,3.0,4.0,14.0,12.0,6.0,110.0,26,18.33,88.0,125.0,0.0,0.0,10.0,3.0,15.0,9.0,1.0,117.0,42,14.62,85.0,137.64,0.0,0.0,6.0,8.0,12.0,6.0,1.0,40.0,12,8.0,46.0,86.95,0.0,0.0,2.0,1.0,13.0,10.0,6.0,182.0,42*,45.5,120.0,151.66,0.0,0.0,12.0,10.0
56,Nitish Rana,4.0,3.0,0.0,104.0,70,34.66,75.0,138.66,0.0,1.0,7.0,8.0,13.0,12.0,1.0,333.0,62*,30.27,264.0,126.13,0.0,3.0,24.0,17.0,15.0,15.0,2.0,304.0,59,23.38,232.0,131.03,0.0,1.0,26.0,14.0,14.0,11.0,1.0,344.0,85*,34.4,235.0,146.38,0.0,3.0,27.0,21.0,14.0,14.0,0.0,352.0,87,25.14,254.0,138.58,0.0,3.0,43.0,12.0,17.0,16.0,3.0,383.0,80,29.46,314.0,121.97,0.0,2.0,34.0,17.0,14.0,14.0,1.0,361.0,57,27.77,251.0,143.82,0.0,2.0,29.0,22.0
57,Dwayne Bravo,15.0,13.0,5.0,99.0,22*,12.37,82.0,120.73,0.0,0.0,11.0,1.0,,,,,,,,,,,,,16.0,10.0,6.0,141.0,68,35.25,91.0,154.94,0.0,1.0,8.0,10.0,12.0,9.0,4.0,80.0,27,16.0,66.0,121.21,0.0,0.0,6.0,3.0,6.0,2.0,0.0,7.0,7,3.5,6.0,116.66,0.0,0.0,0.0,0.0,11.0,3.0,2.0,47.0,23,47.0,18.0,261.11,0.0,0.0,3.0,4.0,10.0,6.0,4.0,23.0,12,11.5,24.0,95.83,0.0,0.0,1.0,1.0
58,Harbhajan Singh,14.0,7.0,4.0,92.0,45*,30.66,84.0,109.52,0.0,0.0,11.0,2.0,11.0,7.0,5.0,16.0,7*,8.0,16.0,100.0,0.0,0.0,0.0,1.0,13.0,3.0,0.0,29.0,19,9.66,36.0,80.55,0.0,0.0,3.0,1.0,11.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,2.0,2.0,4.0,2*,0.0,4.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
59,Sam Billings,5.0,4.0,0.0,88.0,54,22.0,64.0,137.5,0.0,1.0,4.0,4.0,6.0,6.0,0.0,138.0,55,23.0,104.0,132.69,0.0,1.0,19.0,1.0,10.0,8.0,0.0,108.0,56,13.5,78.0,138.46,0.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,169.0,36,24.14,138.0,122.46,0.0,0.0,9.0,10.0
60,George Bailey,6.0,5.0,1.0,84.0,34,21.0,98.0,85.71,0.0,0.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Carlos Brathwaite,8.0,6.0,0.0,83.0,34,13.83,38.0,218.42,0.0,0.0,6.0,8.0,2.0,2.0,0.0,12.0,11,6.0,15.0,80.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,75.0,43*,25.0,48.0,156.25,0.0,0.0,1.0,8.0,2.0,2.0,0.0,11.0,6,5.5,10.0,110.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,James Faulkner,7.0,5.0,2.0,77.0,32,25.66,59.0,130.5,0.0,0.0,7.0,0.0,8.0,6.0,2.0,54.0,21,13.5,57.0,94.73,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Kevin Pietersen,4.0,4.0,2.0,73.0,37,36.5,61.0,119.67,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sarfaraz Khan,5.0,4.0,2.0,66.0,35*,33.0,31.0,212.9,0.0,0.0,7.0,4.0,,,,,,,,,,,,,7.0,6.0,1.0,51.0,22*,10.2,41.0,124.39,0.0,0.0,7.0,1.0,8.0,5.0,1.0,180.0,67,45.0,143.0,125.87,0.0,1.0,19.0,4.0,5.0,3.0,1.0,33.0,14*,16.5,29.0,113.79,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,91.0,36*,30.33,67.0,135.82,0.0,0.0,9.0,2.0
65,Ben Cutting,4.0,4.0,2.0,65.0,39*,32.5,34.0,191.17,0.0,0.0,4.0,6.0,4.0,3.0,1.0,51.0,20,25.5,26.0,196.15,0.0,0.0,5.0,3.0,9.0,6.0,2.0,96.0,37,24.0,58.0,165.51,0.0,0.0,5.0,8.0,3.0,3.0,1.0,18.0,13*,9.0,17.0,105.88,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Stuart Binny,14.0,6.0,3.0,63.0,21,21.0,39.0,161.53,0.0,0.0,5.0,4.0,8.0,7.0,2.0,78.0,18*,15.6,76.0,102.63,0.0,0.0,6.0,3.0,7.0,5.0,0.0,44.0,22,8.8,39.0,112.82,0.0,0.0,2.0,2.0,8.0,5.0,2.0,70.0,33*,23.33,40.0,175.0,0.0,0.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Martin Guptill,3.0,3.0,0.0,57.0,48,19.0,55.0,103.63,0.0,0.0,3.0,3.0,7.0,7.0,1.0,132.0,50*,22.0,88.0,150.0,0.0,1.0,17.0,5.0,,,,,,,,,,,,,3.0,3.0,0.0,81.0,36,27.0,53.0,152.83,0.0,0.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Pawan Negi,8.0,6.0,4.0,57.0,19*,28.5,59.0,96.61,0.0,0.0,2.0,3.0,12.0,10.0,2.0,144.0,35,18.0,111.0,129.72,0.0,0.0,10.0,7.0,2.0,2.0,0.0,3.0,3,1.5,5.0,60.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,9.0,5,2.25,12.0,75.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Travis Head,3.0,3.0,1.0,54.0,37,27.0,40.0,135.0,0.0,0.0,3.0,2.0,7.0,7.0,2.0,151.0,75*,30.2,108.0,139.81,0.0,1.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Bipul Sharma,7.0,4.0,2.0,51.0,27*,25.5,25.0,204.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,31.0,21*,31.0,24.0,129.16,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Ashish Reddy,4.0,3.0,1.0,47.0,32,23.5,29.0,162.06,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Hardik Pandya,11.0,9.0,2.0,44.0,9,6.28,63.0,69.84,0.0,0.0,4.0,0.0,17.0,16.0,9.0,250.0,35*,35.71,160.0,156.25,0.0,0.0,11.0,20.0,13.0,13.0,4.0,260.0,50,28.88,195.0,133.33,0.0,1.0,20.0,11.0,16.0,15.0,6.0,402.0,91,44.66,210.0,191.42,0.0,1.0,28.0,29.0,14.0,13.0,5.0,281.0,60*,35.12,157.0,178.98,0.0,1.0,14.0,25.0,12.0,11.0,2.0,127.0,40*,14.11,112.0,113.39,0.0,0.0,11.0,5.0,15.0,15.0,4.0,487.0,87*,44.27,371.0,131.26,0.0,4.0,49.0,12.0
73,Bhuvneshwar Kumar,17.0,8.0,2.0,43.0,21,7.16,27.0,159.25,0.0,0.0,6.0,1.0,14.0,2.0,1.0,4.0,4*,4.0,4.0,100.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,13.0,7,6.5,16.0,81.25,0.0,0.0,1.0,0.0,15.0,5.0,2.0,12.0,7*,4.0,19.0,63.15,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,6.0,34.0,14*,34.0,30.0,113.33,0.0,0.0,3.0,0.0,14.0,6.0,3.0,24.0,8,8,26.0,92.3,0.0,0.0,3.0,0.0
74,Kedar Jadhav,4.0,3.0,3.0,42.0,25*,0.0,32.0,131.25,0.0,0.0,2.0,2.0,13.0,13.0,1.0,267.0,69,22.25,186.0,143.54,0.0,1.0,25.0,10.0,1.0,1.0,1.0,24.0,24*,0.0,22.0,109.09,0.0,0.0,1.0,2.0,14.0,12.0,3.0,162.0,58,18.0,169.0,95.85,0.0,1.0,19.0,3.0,8.0,5.0,2.0,62.0,26,20.66,66.0,93.93,0.0,0.0,7.0,0.0,6.0,5.0,1.0,55.0,19,13.75,52.0,105.76,0.0,0.0,2.0,2.0,,,,,,,,,,,,
75,Ishan Kishan,5.0,5.0,0.0,42.0,27,8.4,41.0,102.43,0.0,0.0,5.0,0.0,11.0,10.0,0.0,277.0,61,27.7,206.0,134.46,0.0,1.0,29.0,13.0,14.0,12.0,0.0,275.0,62,22.91,184.0,149.45,0.0,2.0,22.0,17.0,7.0,6.0,0.0,101.0,28,16.83,100.0,101.0,0.0,0.0,8.0,4.0,14.0,13.0,4.0,516.0,99,57.33,354.0,145.76,0.0,4.0,36.0,30.0,10.0,10.0,1.0,241.0,84,26.77,180.0,133.88,0.0,2.0,21.0,10.0,14.0,14.0,1.0,418.0,81*,32.15,348.0,120.11,0.0,3.0,45.0,11.0
76,Ravichandran Ashwin,14.0,6.0,4.0,41.0,29,20.5,38.0,107.89,0.0,0.0,3.0,1.0,,,,,,,,,,,,,14.0,9.0,1.0,102.0,45,12.75,71.0,143.66,0.0,0.0,7.0,5.0,14.0,6.0,1.0,42.0,17*,8.4,28.0,150.0,0.0,0.0,3.0,3.0,15.0,6.0,3.0,37.0,14*,12.33,34.0,108.82,0.0,0.0,3.0,1.0,13.0,5.0,2.0,44.0,20*,14.66,42.0,104.76,0.0,0.0,2.0,1.0,17.0,12.0,5.0,191.0,50,27.29,135.0,141.48,0.0,1.0,14.0,9.0
77,Iqbal Abdulla,8.0,2.0,2.0,37.0,33*,0.0,27.0,137.03,0.0,0.0,4.0,1.0,2.0,1.0,1.0,5.0,5*,0.0,7.0,71.42,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Karn Sharma,5.0,3.0,3.0,36.0,26*,0.0,30.0,120.0,0.0,0.0,3.0,1.0,9.0,6.0,0.0,49.0,19,8.16,41.0,119.51,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Rajat Bhatia,10.0,6.0,5.0,34.0,21,34.0,20.0,170.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,16.0,16,16.0,17.0,94.11,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Mitchell McClenaghan,14.0,5.0,2.0,34.0,20,11.33,23.0,147.82,0.0,0.0,2.0,3.0,14.0,7.0,3.0,16.0,12,4.0,15.0,106.66,0.0,0.0,0.0,1.0,11.0,5.0,3.0,11.0,11*,5.5,10.0,110.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,11.0,10,3.66,16.0,68.75,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Mohit Sharma,14.0,6.0,2.0,32.0,15,8.0,26.0,123.07,0.0,0.0,3.0,1.0,14.0,7.0,1.0,51.0,13,8.5,50.0,102.0,0.0,0.0,3.0,1.0,9.0,4.0,3.0,10.0,4*,10.0,13.0,76.92,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Colin Munro,4.0,3.0,0.0,30.0,16,10.0,30.0,100.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,5.0,5.0,0.0,63.0,33,12.6,41.0,153.65,0.0,0.0,7.0,4.0,4.0,4.0,0.0,84.0,40,21.0,70.0,120.0,0.0,0.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Shreyas Iyer,6.0,6.0,0.0,30.0,19,5.0,43.0,69.76,0.0,0.0,2.0,1.0,12.0,12.0,2.0,338.0,96,33.8,243.0,139.09,0.0,2.0,36.0,10.0,14.0,14.0,3.0,411.0,93*,37.36,310.0,132.58,0.0,4.0,29.0,21.0,16.0,16.0,1.0,463.0,67,30.86,386.0,119.94,0.0,3.0,41.0,14.0,17.0,17.0,2.0,519.0,88*,34.6,421.0,123.27,0.0,3.0,40.0,16.0,8.0,8.0,3.0,175.0,47*,35.0,171.0,102.33,0.0,0.0,7.0,5.0,14.0,14.0,1.0,401.0,85,30.85,298.0,134.56,0.0,3.0,41.0,11.0
84,Tim Southee,11.0,4.0,1.0,30.0,25,10.0,19.0,157.89,0.0,0.0,1.0,2.0,3.0,1.0,0.0,7.0,7,7.0,3.0,233.33,0.0,0.0,0.0,1.0,8.0,4.0,2.0,52.0,36*,26.0,46.0,113.04,0.0,0.0,5.0,1.0,3.0,1.0,1.0,9.0,9*,0.0,9.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,1.0,0.0,3.0,3,3.0,5.0,60.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,2.0,1*,0.5,12.0,16.66,0.0,0.0,0.0,0.0
85,Praveen Kumar,16.0,7.0,3.0,28.0,15,7.0,27.0,103.7,0.0,0.0,4.0,0.0,6.0,2.0,1.0,8.0,7*,8.0,9.0,88.88,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Mayank Agarwal,3.0,3.0,0.0,27.0,10,9.0,25.0,108.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,26.0,20,8.66,27.0,96.29,0.0,0.0,3.0,0.0,11.0,11.0,1.0,120.0,30,12.0,94.0,127.65,0.0,0.0,9.0,5.0,13.0,13.0,0.0,332.0,58,25.53,234.0,141.88,0.0,2.0,26.0,14.0,11.0,11.0,0.0,424.0,106,38.54,271.0,156.45,1.0,2.0,44.0,15.0,12.0,12.0,1.0,441.0,99*,40.09,314.0,140.44,0.0,4.0,42.0,18.0,13.0,12.0,0.0,196.0,52,16.33,160.0,122.5,0.0,1.0,23.0,6.0
87,Piyush Chawla,12.0,3.0,0.0,27.0,11,9.0,26.0,103.84,0.0,0.0,4.0,0.0,6.0,1.0,0.0,2.0,2,2.0,6.0,33.33,0.0,0.0,0.0,0.0,15.0,7.0,3.0,27.0,12,6.75,34.0,79.41,0.0,0.0,1.0,1.0,13.0,5.0,2.0,42.0,14*,14.0,37.0,113.51,0.0,0.0,4.0,2.0,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
88,Chris Lynn,2.0,2.0,1.0,25.0,15,25.0,22.0,113.63,0.0,0.0,0.0,1.0,7.0,7.0,1.0,295.0,93*,49.16,163.0,180.98,0.0,3.0,25.0,19.0,16.0,16.0,1.0,491.0,74,32.73,377.0,130.23,0.0,3.0,56.0,18.0,13.0,13.0,0.0,405.0,82,31.15,290.0,139.65,0.0,4.0,41.0,22.0,,,,,,,,,,,,,1.0,1.0,0.0,49.0,49,49.0,35.0,140.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,
89,Eklavya Dwivedi,4.0,2.0,0.0,24.0,19,12.0,14.0,171.42,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Rajagopal Sathish,4.0,3.0,0.0,24.0,10,8.0,24.0,100.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Nikhil Naik,2.0,2.0,0.0,23.0,22,11.5,31.0,74.19,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,7.0,7,7.0,16.0,43.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
92,Dhawal Kulkarni,14.0,5.0,3.0,23.0,6*,11.5,15.0,153.33,0.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,6.0,3*,6.0,7.0,85.71,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,5*,0.0,3.0,166.66,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3*,0.0,2.0,150.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
93,Jason Holder,4.0,4.0,0.0,22.0,13,5.5,19.0,115.78,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,2.0,66.0,26*,33.0,53.0,124.52,0.0,0.0,5.0,3.0,8.0,7.0,1.0,85.0,47*,14.16,72.0,118.05,0.0,0.0,2.0,6.0,12.0,8.0,2.0,58.0,16,9.67,44.0,131.81,0.0,0.0,2.0,6.0
94,Akshdeep Nath,4.0,3.0,0.0,20.0,12,6.66,27.0,74.07,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,9,9.0,13.0,69.23,0.0,0.0,1.0,0.0,8.0,5.0,0.0,61.0,24,12.2,57.0,107.01,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pradeep Sahu,5.0,2.0,1.0,19.0,18*,19.0,13.0,146.15,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Albie Morkel,2.0,1.0,0.0,16.0,16,16.0,9.0,177.77,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Rishi Dhawan,2.0,2.0,2.0,14.0,11*,0.0,6.0,233.33,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,2.0,37.0,21*,18.5,40.0,92.5,0.0,0.0,4.0,2.0
98,Farhaan Behardien,3.0,3.0,1.0,14.0,9*,7.0,13.0,107.69,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Vinay Kumar,3.0,2.0,1.0,13.0,12,13.0,12.0,108.33,0.0,0.0,0.0,1.0,,,,,,,,,,,,,2.0,1.0,1.0,6.0,6*,0.0,3.0,200.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,KC Cariappa,5.0,2.0,1.0,13.0,12*,13.0,11.0,118.18,0.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,1,1.0,7.0,28.57,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,9.0,9*,0.0,3.0,300.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Kyle Abbott,5.0,3.0,2.0,13.0,12*,13.0,8.0,162.5,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Irfan Pathan,4.0,3.0,0.0,11.0,7,3.66,13.0,84.61,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,2.0,3.0,66.66,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Parveez Rasool,4.0,1.0,0.0,10.0,10,10.0,9.0,111.11,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Nathan Coulter-Nile,4.0,2.0,2.0,9.0,7*,0.0,14.0,64.28,0.0,0.0,1.0,0.0,8.0,3.0,0.0,14.0,6,4.66,12.0,116.66,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,1.0,25.0,24*,25.0,15.0,166.66,0.0,0.0,4.0,0.0,5.0,2.0,0.0,4.0,3,2.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1*,-,2.0,50.0,0.0,0.0,0.0,0.0
105,Umesh Yadav,9.0,2.0,1.0,9.0,7*,9.0,5.0,180.0,0.0,0.0,0.0,1.0,14.0,4.0,4.0,10.0,4*,0.0,13.0,76.92,0.0,0.0,0.0,0.0,14.0,5.0,1.0,3.0,1*,0.75,11.0,27.27,0.0,0.0,0.0,0.0,11.0,7.0,5.0,25.0,14,12.5,25.0,100.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12.0,7.0,3.0,55.0,21,13.75,40.0,137.5,0.0,0.0,4.0,4.0
106,Lendl Simmons,1.0,1.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,137.0,66,19.57,112.0,122.32,0.0,2.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
