,Player,Mat,Inns,Ov,Wkts,Runs,Avg,Econ,SR,4w,5w,year
1307,Nayan Doshi,3,3,5.0,1,62,62.0,11.62,32.0,0,0,2011
1308,Nuwan Kulasekara,1,1,3.0,1,26,26.0,8.66,18.0,0,0,2011
1309,Jacob Oram,2,1,2.0,1,32,32.0,16.0,12.0,0,0,2011
1310,James Faulkner,1,1,2.0,1,9,9.0,4.5,12.0,0,0,2011
1311,Pragyan Ojha,16,16,59.0,21,429,20.42,7.29,16.8,0,0,2010
1312,Harbhajan Singh,15,14,53.0,17,377,22.17,7.04,18.88,0,0,2010
1313,Anil Kumble,16,16,63.0,17,407,23.94,6.42,22.35,1,0,2010
1314,Amit Mishra,14,14,53.0,17,363,21.35,6.84,18.7,0,0,2010
1315,Vinay Kumar,14,14,46.0,16,396,24.75,8.57,17.31,1,0,2010
1316,Zaheer Khan,14,14,48.0,15,376,25.06,7.77,19.33,0,0,2010
1317,Dale Steyn,15,15,59.0,15,406,27.06,6.88,23.6,0,0,2010
1318,Irfan Pathan,14,14,46.0,15,426,28.4,9.19,18.53,0,0,2010
1319,Kieron Pollard,14,12,37.0,15,274,18.26,7.4,14.8,0,0,2010
1320,Lasith Malinga,13,13,49.0,15,344,22.93,7.02,19.6,1,0,2010
1321,Muttiah Muralitharan,12,12,48.0,15,329,21.93,6.85,19.2,0,0,2010
1322,Ryan Harris,8,8,30.0,14,233,16.64,7.59,13.14,0,0,2010
1323,Ravichandran Ashwin,12,12,48.0,13,293,22.53,6.1,22.15,0,0,2010
1324,RP Singh,12,12,42.0,13,370,28.46,8.8,19.38,0,0,2010
1325,Jacques Kallis,16,16,57.0,13,476,36.61,8.35,26.3,0,0,2010
1326,Shadab Jakati,11,11,38.0,13,291,22.38,7.65,17.53,0,0,2010
1327,Piyush Chawla,14,14,49.0,12,367,30.58,7.48,24.5,0,0,2010
1328,Doug Bollinger,8,8,31.0,12,207,17.25,6.67,15.5,1,0,2010
1329,Andrew Symonds,16,16,53.0,12,372,31.0,7.01,26.5,0,0,2010
1330,Siddharth Trivedi,11,10,35.0,11,260,23.63,7.32,19.36,0,0,2010
1331,Shane Warne,14,14,50.0,11,381,34.63,7.62,27.27,1,0,2010
1332,Albie Morkel,14,14,47.0,11,405,36.81,8.49,26.0,0,0,2010
1333,Shaun Tait,8,8,31.0,10,264,26.4,8.47,18.7,0,0,2010
1334,Praveen Kumar,12,12,45.0,10,380,38.0,8.44,27.0,0,0,2010
1335,Murali Kartik,10,10,39.0,9,253,28.11,6.48,26.0,0,0,2010
1336,Pradeep Sangwan,8,8,31.0,9,258,28.66,8.32,20.66,0,0,2010
1337,Ashok Dinda,7,7,23.0,9,152,16.88,6.56,15.44,0,0,2010
1338,Shane Bond,8,8,31.0,9,224,24.88,7.22,20.66,0,0,2010
1339,Chaminda Vaas,6,6,22.0,9,139,15.44,6.31,14.66,0,0,2010
1340,Harmeet Singh Bansal,8,8,24.0,8,174,21.75,7.25,18.0,0,0,2010
1341,MF Maharoof,7,7,24.0,8,206,25.75,8.58,18.0,0,0,2010
1342,Angelo Mathews,14,12,37.0,8,314,39.25,8.37,28.12,1,0,2010
1343,Dilhara Fernando,5,5,19.0,7,138,19.71,7.26,16.28,0,0,2010
1344,Ishant Sharma,7,7,25.0,7,236,33.71,9.44,21.42,0,0,2010
1345,Lakshmipathy Balaji,7,7,23.0,7,207,29.57,8.87,20.0,0,0,2010
1346,Dirk Nannes,9,9,34.0,7,224,32.0,6.52,29.42,0,0,2010
1347,Juan Theron,7,7,24.0,6,187,31.16,7.79,24.0,0,0,2010
1348,Shane Watson,6,6,22.0,6,184,30.66,8.36,22.0,0,0,2010
1349,Umesh Yadav,7,7,24.0,6,184,30.66,7.66,24.0,0,0,2010
1350,Jaskaran Singh,6,6,14.0,6,139,23.16,9.92,14.0,0,0,2010
1351,Ashish Nehra,4,4,14.0,6,96,16.0,6.85,14.0,0,0,2010
1352,Shalabh Srivastava,8,8,27.0,6,255,42.5,9.44,27.0,0,0,2010
1353,Suresh Raina,16,12,24.0,6,178,29.66,7.46,23.83,0,0,2010
1354,Rahul Sharma,6,6,20.0,5,167,33.4,8.08,24.8,0,0,2010
1355,Ravi Bopara,10,5,13.0,5,127,25.4,9.76,15.6,0,0,2010
1356,Thilan Thushara,4,4,14.0,5,101,20.2,6.96,17.4,0,0,2010
1357,Aditya Dole,3,3,11.0,5,112,22.4,10.18,13.2,0,0,2010
1358,Yusuf Pathan,14,11,34.0,5,246,49.2,7.23,40.8,0,0,2010
1359,Paul Collingwood,8,6,15.0,5,101,20.2,6.8,17.8,0,0,2010
1360,Yuvraj Singh,14,10,23.0,5,152,30.4,6.6,27.6,0,0,2010
1361,Sumit Narwal,5,5,15.0,5,185,37.0,11.8,18.8,0,0,2010
1362,Andrew McDonald,4,4,14.0,5,138,27.6,9.85,16.8,0,0,2010
1363,Charl Langeveldt,3,3,11.0,5,88,17.6,8.0,13.2,0,0,2010
1364,Ajit Agarkar,7,7,22.0,4,203,50.75,9.22,33.0,0,0,2010
1365,Chris Gayle,9,6,16.0,4,152,38.0,9.5,24.0,0,0,2010
1366,Dimitri Mascarenhas,2,2,8.0,4,65,16.25,8.12,12.0,0,0,2010
1367,Dwayne Bravo,10,10,26.0,4,228,57.0,8.71,39.25,0,0,2010
1368,Sarabjit Ladda,5,5,15.0,4,143,35.75,9.53,22.5,0,0,2010
1369,Ryan McLaren,10,10,34.0,4,270,67.5,7.94,51.0,0,0,2010
1370,Jaydev Unadkat,3,3,10.0,4,85,21.25,8.22,15.5,0,0,2010
1371,Munaf Patel,4,4,13.0,3,118,39.33,9.07,26.0,0,0,2010
1372,Virender Sehwag,14,3,5.0,3,23,7.66,4.05,11.33,0,0,2010
1373,Ali Murtaza,3,3,12.0,3,91,30.33,7.58,24.0,0,0,2010
1374,Tillakaratne Dilshan,6,4,8.0,3,70,23.33,8.57,16.33,0,0,2010
1375,Bipul Sharma,5,4,10.0,3,94,31.33,9.4,20.0,0,0,2010
1376,Shanthakumaran Sreesanth,6,6,19.0,3,191,63.66,10.05,38.0,0,0,2010
1377,JM Kemp,5,5,7.0,3,54,18.0,7.36,14.66,0,0,2010
1378,Ramesh Powar,7,7,23.0,3,160,53.33,6.95,46.0,0,0,2010
1379,Rajat Bhatia,5,5,16.0,3,132,44.0,8.25,32.0,0,0,2010
1380,Love Ablish,2,2,4.0,3,36,12.0,9.0,8.0,0,0,2010
1381,Laxmi Ratan Shukla,4,4,12.0,3,106,35.33,8.83,24.0,0,0,2010
1382,Kamran Khan,3,3,6.0,3,53,17.66,8.83,12.0,0,0,2010
1383,Kevin Pietersen,7,6,10.0,3,77,25.66,7.7,20.0,0,0,2010
1384,Roelof van der Merwe,1,1,4.0,2,27,13.5,6.75,12.0,0,0,2010
1385,Ajantha Mendis,2,2,8.0,2,66,33.0,8.25,24.0,0,0,2010
1386,Mitchell Marsh,3,3,10.0,2,88,44.0,8.8,30.0,0,0,2010
1387,Amit Uniyal,2,2,6.0,2,66,33.0,11.0,18.0,0,0,2010
1388,Pankaj Singh,2,2,8.0,2,81,40.5,10.12,24.0,0,0,2010
1389,Brad Hodge,4,4,5.0,2,41,20.5,8.2,15.0,0,0,2010
1390,Joginder Sharma,3,3,8.0,2,89,44.5,11.12,24.0,0,0,2010
1391,Rajagopal Sathish,12,4,8.0,2,81,40.5,10.12,24.0,0,0,2010
1392,Sanath Jayasuriya,4,4,9.0,2,68,34.0,7.55,27.0,0,0,2010
1393,Rohit Sharma,16,9,19.0,2,153,76.5,8.05,57.0,0,0,2010
1394,Daniel Vettori,3,3,11.0,2,97,48.5,8.31,35.0,0,0,2010
1395,Iqbal Abdulla,3,3,8.0,1,61,61.0,7.17,51.0,0,0,2010
1396,Abhimanyu Mithun,1,1,3.0,1,39,39.0,13.0,18.0,0,0,2010
1397,Moises Henriques,1,1,4.0,1,35,35.0,8.75,24.0,0,0,2010
1398,Yusuf Abdulla,2,2,7.0,1,66,66.0,9.65,41.0,0,0,2010
1399,Yo Mahesh,1,1,3.0,1,23,23.0,7.66,18.0,0,0,2010
1400,Manpreet Gony,3,3,8.0,1,92,92.0,11.5,48.0,0,0,2010
1401,Vikramjeet Malik,3,3,7.0,1,62,62.0,8.65,43.0,0,0,2010
1402,Nayan Doshi,1,1,4.0,1,17,17.0,4.25,24.0,0,0,2010
1403,Dwayne Smith,3,2,4.0,1,36,36.0,9.39,23.0,0,0,2010
1404,Sudeep Tyagi,6,6,16.0,1,159,159.0,10.04,95.0,0,0,2010
1405,JP Duminy,7,2,5.0,1,37,37.0,6.72,33.0,0,0,2010
1406,KP Appanna,2,2,7.0,1,51,51.0,7.28,42.0,0,0,2010
1407,Dhawal Kulkarni,1,1,4.0,1,40,40.0,10.0,24.0,0,0,2010
1408,RP Singh,16,16,59.0,23,417,18.13,6.98,15.56,1,0,2009
1409,Anil Kumble,16,16,59.0,21,347,16.52,5.86,16.9,1,1,2009
1410,Pragyan Ojha,15,15,53.0,18,348,19.33,6.5,17.83,0,0,2009
1411,Lasith Malinga,13,13,49.0,18,312,17.33,6.3,16.5,0,0,2009
1412,Irfan Pathan,14,14,50.0,17,390,22.94,7.74,17.76,0,0,2009
1413,Munaf Patel,11,11,35.0,16,241,15.06,6.91,13.06,0,0,2009
1414,Shane Warne,13,13,50.0,14,365,26.07,7.3,21.42,0,0,2009
1415,Muttiah Muralitharan,13,13,50.0,14,261,18.64,5.22,21.42,0,0,2009
1416,Amit Mishra,11,11,42.0,14,294,21.0,6.97,18.07,0,0,2009
1417,Yusuf Abdulla,9,9,28.0,14,241,17.21,8.6,12.0,2,0,2009
1418,Lakshmipathy Balaji,13,13,37.0,13,316,24.3,8.46,17.23,1,0,2009
1419,Praveen Kumar,13,13,49.0,13,394,30.3,7.93,22.92,0,0,2009
1420,Shadab Jakati,9,8,29.0,13,217,16.69,7.48,13.38,2,0,2009
1421,Albie Morkel,12,12,40.0,13,324,24.92,8.1,18.46,0,0,2009
1422,Harbhajan Singh,13,13,44.0,12,256,21.33,5.81,22.0,1,0,2009
1423,Piyush Chawla,14,14,45.0,12,308,25.66,6.86,22.41,0,0,2009
1424,Rohit Sharma,16,12,23.0,11,161,14.63,7.0,12.54,1,0,2009
1425,Ishant Sharma,11,11,43.0,11,297,27.0,6.9,23.45,0,0,2009
1426,Dwayne Bravo,11,11,33.0,11,259,23.54,7.8,18.09,0,0,2009
1427,Roelof van der Merwe,10,10,34.0,9,248,27.55,7.29,22.66,0,0,2009
1428,Vinay Kumar,11,11,32.0,9,271,30.11,8.38,21.55,0,0,2009
1429,Amit Singh,5,5,17.0,9,95,10.55,5.42,11.66,1,0,2009
1430,Suresh Raina,14,10,27.0,7,164,23.42,5.92,23.71,0,0,2009
1431,Sanath Jayasuriya,12,9,19.0,7,163,23.28,8.57,16.28,0,0,2009
1432,Brad Hodge,12,9,20.0,7,161,23.0,8.05,17.14,0,0,2009
1433,Yusuf Pathan,13,11,35.0,7,243,34.71,6.94,30.0,0,0,2009
1434,Andrew Symonds,8,8,24.0,7,160,22.85,6.66,20.57,0,0,2009
1435,Ravindra Jadeja,13,10,23.0,6,151,25.16,6.47,23.33,0,0,2009
1436,Ryan Harris,8,8,31.0,6,230,38.33,7.41,31.0,0,0,2009
1437,Zaheer Khan,6,6,21.0,6,142,23.66,6.76,21.0,0,0,2009
1438,Shanthakumaran Sreesanth,7,7,23.0,6,192,32.0,8.34,23.0,0,0,2009
1439,Kamran Khan,5,5,17.0,6,124,20.66,7.01,17.66,0,0,2009
1440,Ajit Agarkar,11,11,31.0,6,284,47.33,9.16,31.0,0,0,2009
1441,Yuvraj Singh,14,9,20.0,6,142,23.66,7.1,20.0,0,0,2009
1442,Jacques Kallis,15,14,46.0,6,353,58.83,7.67,46.0,0,0,2009
1443,Siddharth Trivedi,7,7,20.0,6,152,25.33,7.6,20.0,0,0,2009
1444,Dimitri Mascarenhas,5,5,19.0,6,132,22.0,6.82,19.33,0,0,2009
1445,Manpreet Gony,7,7,17.0,5,172,34.4,10.11,20.4,0,0,2009
1446,Ramesh Powar,9,8,21.0,5,132,26.4,6.28,25.2,0,0,2009
1447,Dhawal Kulkarni,8,8,26.0,5,206,41.2,7.92,31.2,0,0,2009
1448,Brett Lee,5,5,20.0,5,111,22.2,5.55,24.0,0,0,2009
1449,Tirumalasetti Suman,12,5,15.0,5,108,21.6,7.2,18.0,0,0,2009
1450,Scott Styris,2,2,8.0,5,64,12.8,8.0,9.6,0,0,2009
1451,Jacob Oram,11,7,15.0,5,133,26.6,8.58,18.6,0,0,2009
1452,Sudeep Tyagi,8,8,19.0,5,136,27.2,7.15,22.8,0,0,2009
1453,Shoaib Ahmed,7,7,17.0,5,152,30.4,8.94,20.4,0,0,2009
1454,Dillon du Preez,2,2,7.0,4,56,14.0,8.0,10.5,0,0,2009
1455,Balachandra Akhil,6,5,11.0,4,80,20.0,7.27,16.5,0,0,2009
1456,Ashok Dinda,9,8,24.0,4,193,48.25,8.04,36.0,0,0,2009
1457,Chaminda Vaas,2,2,8.0,4,71,17.75,8.87,12.0,0,0,2009
1458,Venugopal Rao,16,6,15.0,4,122,30.5,8.13,22.5,0,0,2009
1459,Murali Kartik,10,10,34.0,4,201,50.25,5.91,51.0,0,0,2009
1460,Abhishek Nayar,13,4,12.0,4,84,21.0,7.0,18.0,0,0,2009
1461,Kevin Pietersen,6,4,13.0,4,85,21.25,6.53,19.5,0,0,2009
1462,JP Duminy,13,6,17.0,4,93,23.25,5.31,26.25,0,0,2009
1463,Wilkin Mota,8,5,9.0,3,61,20.33,6.77,18.0,0,0,2009
1464,Shane Harwood,3,3,10.0,3,73,24.33,7.3,20.0,0,0,2009
1465,Thilan Thushara,2,2,8.0,3,60,20.0,7.5,16.0,0,0,2009
1466,Laxmi Ratan Shukla,9,5,14.0,3,100,33.33,7.14,28.0,0,0,2009
1467,Ajantha Mendis,4,4,16.0,3,117,39.0,7.31,32.0,0,0,2009
1468,Charl Langeveldt,1,1,4.0,3,15,5.0,3.75,8.0,0,0,2009
1469,Johan Botha,3,3,12.0,3,74,24.66,6.16,24.0,0,0,2009
1470,Jesse Ryder,5,5,17.0,3,115,38.33,6.76,34.0,0,0,2009
1471,Harmeet Singh Bansal,7,7,23.0,3,192,64.0,8.4,45.66,0,0,2009
1472,Ravichandran Ashwin,2,1,4.0,2,13,6.5,3.25,12.0,0,0,2009
1473,Andrew Flintoff,3,3,11.0,2,105,52.5,9.54,33.0,0,0,2009
1474,Anureet Singh,3,2,5.0,2,47,23.5,9.4,15.0,0,0,2009
1475,Chetanya Nanda,3,3,8.0,2,57,28.5,7.12,24.0,0,0,2009
1476,Vikramjeet Malik,5,5,12.0,2,98,49.0,8.16,36.0,0,0,2009
1477,Dale Steyn,3,3,9.0,2,62,31.0,6.88,27.0,0,0,2009
1478,Sourav Ganguly,13,6,12.0,2,97,48.5,8.08,36.0,0,0,2009
1479,Joginder Sharma,4,4,7.0,2,57,28.5,8.14,21.0,0,0,2009
1480,KP Appanna,5,5,12.0,2,87,43.5,7.25,36.0,0,0,2009
1481,Moises Henriques,4,4,12.0,2,107,53.5,8.79,36.5,0,0,2009
1482,Pankaj Singh,3,3,7.0,2,65,32.5,9.28,21.0,0,0,2009
1483,Dwayne Smith,8,8,14.0,1,124,124.0,8.85,84.0,0,0,2009
1484,Tyron Henderson,2,2,6.0,1,40,40.0,6.66,36.0,0,0,2009
1485,Graham Napier,1,1,4.0,1,27,27.0,6.75,24.0,0,0,2009
1486,Vikram Singh,5,4,9.0,1,82,82.0,9.11,54.0,0,0,2009
1487,Chris Gayle,7,7,19.0,1,144,144.0,7.64,113.0,0,0,2009
1488,Rohan Raje,4,4,7.0,1,72,72.0,10.53,41.0,0,0,2009
1489,Sohail Tanvir,11,11,41.0,22,266,12.09,6.46,11.22,1,1,2008
1490,Shane Warne,15,15,52.0,19,404,21.26,7.76,16.42,0,0,2008
1491,Shanthakumaran Sreesanth,15,15,51.0,19,442,23.26,8.63,16.15,0,0,2008
1492,Piyush Chawla,15,15,47.0,17,389,22.88,8.3,16.52,0,0,2008
1493,Albie Morkel,13,13,48.0,17,399,23.47,8.31,16.94,1,0,2008
1494,Shane Watson,15,15,54.0,17,383,22.52,7.07,19.11,0,0,2008
1495,Manpreet Gony,16,16,60.0,17,443,26.05,7.38,21.17,0,0,2008
1496,Yo Mahesh,11,11,42.0,16,370,23.12,8.77,15.81,1,0,2008
1497,Irfan Pathan,14,14,53.0,15,350,23.33,6.6,21.2,0,0,2008
1498,RP Singh,14,14,51.0,15,442,29.46,8.61,20.53,0,0,2008
1499,MF Maharoof,10,10,36.0,15,249,16.6,6.91,14.4,0,0,2008
1500,Munaf Patel,15,15,55.0,14,420,30.0,7.63,23.57,0,0,2008
1501,Zaheer Khan,11,11,42.0,13,357,27.46,8.5,19.38,0,0,2008
1502,Siddharth Trivedi,15,15,48.0,13,399,30.69,8.31,22.15,0,0,2008
1503,Ashish Nehra,14,14,45.0,12,348,29.0,7.76,22.41,0,0,2008
1504,Glenn McGrath,14,14,54.0,12,357,29.75,6.61,27.0,1,0,2008
1505,Umar Gul,6,6,22.0,12,184,15.33,8.17,11.25,1,0,2008
1506,Lakshmipathy Balaji,9,9,33.0,11,286,26.0,8.66,18.0,0,1,2008
1507,Shaun Pollock,13,13,46.0,11,301,27.36,6.54,25.09,0,0,2008
1508,Amit Mishra,6,6,20.0,11,142,12.9,7.15,10.81,0,1,2008
1509,Dwayne Bravo,9,9,28.0,11,232,21.09,8.14,15.54,0,0,2008
1510,Muttiah Muralitharan,15,15,58.0,11,404,36.72,6.96,31.63,0,0,2008
1511,Dhawal Kulkarni,10,10,29.0,11,236,21.45,8.0,16.09,0,0,2008
1512,Vikram Singh,13,13,48.0,11,420,38.18,8.75,26.18,0,0,2008
1513,Pragyan Ojha,13,12,37.0,11,284,25.81,7.67,20.18,0,0,2008
1514,Praveen Kumar,13,13,44.0,11,366,33.27,8.19,24.36,0,0,2008
1515,Dilhara Fernando,5,5,20.0,10,160,16.0,8.0,12.0,1,0,2008
1516,Dale Steyn,10,10,38.0,10,252,25.2,6.63,22.8,0,0,2008
1517,Shahid Afridi,10,10,30.0,9,225,25.0,7.5,20.0,0,0,2008
1518,Ajit Agarkar,9,9,26.0,8,207,25.87,7.96,19.5,0,0,2008
1519,Mohammad Asif,8,8,32.0,8,296,37.0,9.25,24.0,0,0,2008
1520,Joginder Sharma,8,7,24.0,8,239,29.87,9.68,18.5,0,0,2008
1521,Ashok Dinda,13,12,38.0,8,258,32.25,6.78,28.5,0,0,2008
1522,Yusuf Pathan,16,13,28.0,8,230,28.75,8.16,21.12,0,0,2008
1523,Ishant Sharma,13,13,43.0,8,331,41.37,7.66,32.37,0,0,2008
1524,James Hopes,11,11,28.0,7,276,39.42,9.85,24.0,0,0,2008
1525,Palani Amarnath,6,6,22.0,7,236,33.71,10.72,18.85,0,0,2008
1526,Anil Kumble,10,10,38.0,7,304,43.42,7.93,32.85,0,0,2008
1527,Makhaya Ntini,9,9,35.0,7,242,34.57,6.91,30.0,1,0,2008
1528,Laxmi Ratan Shukla,13,9,12.0,6,124,20.66,10.33,12.0,0,0,2008
1529,Rajat Bhatia,9,9,22.0,6,183,30.5,8.31,22.0,0,0,2008
1530,Sourav Ganguly,13,7,20.0,6,128,21.33,6.4,20.0,0,0,2008
1531,Rohan Raje,6,6,16.0,5,137,27.4,8.38,19.6,0,0,2008
1532,Harbhajan Singh,3,3,10.0,5,82,16.4,8.2,12.0,0,0,2008
1533,Dwayne Smith,4,4,11.0,5,83,16.6,7.54,13.2,0,0,2008
1534,Shoaib Akhtar,3,3,7.0,5,54,10.8,7.71,8.4,1,0,2008
1535,Chaminda Vaas,5,5,17.0,5,145,29.0,8.52,20.4,0,0,2008
1536,Vinay Kumar,8,8,23.0,5,182,36.4,7.91,27.6,0,0,2008
1537,Pradeep Sangwan,7,7,24.0,5,215,43.0,8.95,28.8,0,0,2008
1538,Brett Lee,4,4,16.0,4,112,28.0,7.0,24.0,0,0,2008
1539,Sanath Jayasuriya,14,8,21.0,4,159,39.75,7.57,31.5,0,0,2008
1540,Sanjay Bangar,11,9,25.0,4,219,54.75,8.76,37.5,0,0,2008
1541,Jacques Kallis,11,11,34.0,4,311,77.75,9.05,51.5,0,0,2008
1542,Paidikalva Vijaykumar,9,9,25.0,4,199,49.75,7.85,38.0,0,0,2008
1543,Scott Styris,8,8,27.0,3,199,66.33,7.37,54.0,0,0,2008
1544,Virender Sehwag,14,7,11.0,3,133,44.33,12.09,22.0,0,0,2008
1545,Yuvraj Singh,15,6,9.0,3,83,27.66,9.22,18.0,0,0,2008
1546,Murali Kartik,6,5,14.0,3,127,42.33,8.65,29.33,0,0,2008
1547,Ramesh Powar,5,5,12.0,3,91,30.33,7.58,24.0,0,0,2008
1548,Jacob Oram,4,4,16.0,3,149,49.66,9.31,32.0,0,0,2008
1549,Gajendra Singh,4,4,14.0,3,141,47.0,10.07,28.0,0,0,2008
1550,Dominic Thornely,6,4,7.0,3,40,13.33,5.71,14.0,0,0,2008
1551,David Hussey,13,5,13.0,2,130,65.0,10.0,39.0,0,0,2008
1552,Daniel Vettori,2,2,8.0,2,54,27.0,6.75,24.0,0,0,2008
1553,Venugopal Rao,11,7,14.0,2,137,68.5,9.78,42.0,0,0,2008
1554,Dimitri Mascarenhas,1,1,4.0,2,29,14.5,7.25,12.0,0,0,2008
1555,Virat Kohli,13,4,7.0,2,61,30.5,7.95,23.0,0,0,2008
1556,Doddapaneni Kalyankrishna,3,3,8.0,2,87,43.5,10.87,24.0,0,0,2008
1557,Siddharth Chitnis,3,2,6.0,2,60,30.0,10.0,18.0,0,0,2008
1558,Shoaib Malik,7,5,8.0,2,85,42.5,10.0,25.5,0,0,2008
1559,Balachandra Akhil,7,6,17.0,2,134,67.0,7.73,52.0,0,0,2008
1560,Musavir Khote,4,2,5.0,2,51,25.5,10.2,15.0,0,0,2008
1561,Nuwan Zoysa,3,3,11.0,2,99,49.5,9.0,33.0,0,0,2008
1562,Ashley Noffke,1,1,4.0,1,40,40.0,10.0,24.0,0,0,2008
1563,Wilkin Mota,4,2,3.0,1,36,36.0,12.0,18.0,0,0,2008
1564,Brett Geeves,2,2,8.0,1,91,91.0,11.37,48.0,0,0,2008
1565,Andre Nel,1,1,3.0,1,31,31.0,10.33,18.0,0,0,2008
1566,Rohit Sharma,13,1,4.0,1,25,25.0,6.25,24.0,0,0,2008
1567,Ajantha Mendis,1,1,4.0,1,24,24.0,6.0,24.0,0,0,2008
1568,Vidyut Sivaramakrishnan,9,1,2.0,1,22,22.0,11.0,12.0,0,0,2008
1569,Suresh Raina,16,2,3.0,1,30,30.0,9.0,20.0,0,0,2008
1570,Sunil Joshi,4,4,9.0,1,82,82.0,8.94,55.0,0,0,2008
1571,Dinesh Salunkhe,6,5,8.0,1,78,78.0,9.95,47.0,0,0,2008
1572,Dwaraka Ravi Teja,7,1,2.0,1,19,19.0,9.5,12.0,0,0,2008
1573,Mohammad Hafeez,8,2,5.0,1,24,24.0,4.8,30.0,0,0,2008
1574,Abhishek Nayar,14,5,7.0,1,68,68.0,9.71,42.0,0,0,2008
1575,PM Sarvesh Kumar,2,2,5.0,1,42,42.0,8.4,30.0,0,0,2008
